Product,Date,Transaction Type,Num,Customer,Memo/Description,Qty,Sales Price,Amount,Balance
   CANN Lemon Lavender 6pk,12/14/2021,Invoice,1548,CANN - Jenny's NLV,"PR# 825
METRC# 3826",120,8.00  ,960.00  ,"41,303.02  "
   CANN Pineapple Jalapeno 6pk,12/14/2021,Invoice,1545,CANN - Essence Rainbow,"PR# 812
METRC# 3806",16,8.00  ,128.00  ,"11,533.00  "
   CANN Pineapple Jalapeno 6pk,12/14/2021,Invoice,1543,CANN - Essence Tropicana,"PR# 812
METRC# 3792",18,8.00  ,144.00  ,"11,677.00  "
   CANN Pineapple Jalapeno 6pk,12/14/2021,Invoice,1542,CANN - Essence Henderson,"PR# 812
METRC# 3786",8,8.00  ,64.00  ,"11,741.00  "
   CANN Pineapple Jalapeno 6pk,12/14/2021,Invoice,1544,CANN - Essence Durango,"PR# 812
METRC# 3798",8,8.00  ,64.00  ,"11,805.00  "
   CANN Cranberry Sage Seasonal 4pk,12/15/2021,Invoice,1557,CANN - The Source Henderson,"PR# 1008
METRC# 3835",12,9.00  ,108.00  ,"8,160.00  "
   CANN Cranberry Sage Seasonal 4pk,12/15/2021,Invoice,1556,CANN - The Source Sahara,"PR# 1008
METRC# 3832",12,9.00  ,108.00  ,"8,268.00  "
   CANN Grapefruit Rosemary 6pk,12/15/2021,Invoice,1557,CANN - The Source Henderson,"PR# 826
METRC# 3833",12,8.00  ,96.00  ,"27,917.00  "
   CANN Grapefruit Rosemary 6pk,12/15/2021,Invoice,1556,CANN - The Source Sahara,"PR# 826
METRC# 3830",12,8.00  ,96.00  ,"28,013.00  "
   CANN Lemon Lavender 6pk,12/15/2021,Invoice,1557,CANN - The Source Henderson,"PR# 825
METRC# 3834",12,8.00  ,96.00  ,"41,399.02  "
   CANN Lemon Lavender 6pk,12/15/2021,Invoice,1556,CANN - The Source Sahara,"PR# 825
METRC# 3831",12,8.00  ,96.00  ,"41,495.02  "
   CANN Blood Orange Cardamom Single PROMO,12/17/2021,Invoice,1561,CANN - Cookies on Flamingo,"PR# 821
Metrc# 3881",10,0.01  ,0.10  ,11.39  
   CANN Cranberry Sage 6pk,12/17/2021,Invoice,1561,CANN - Cookies on Flamingo,"PR# 1004'
Metrc# 3877",24,8.00  ,192.00  ,"10,088.00  "
   CANN Cranberry Sage 6pk PROMO,12/17/2021,Invoice,1561,CANN - Cookies on Flamingo,"PR# 1004'
Metrc# 3879",4,0.01  ,0.04  ,2.75  
   CANN Cranberry Sage Seasonal 4pk,12/17/2021,Invoice,1561,CANN - Cookies on Flamingo,"PR# 1008'
Metrc# 3878",12,9.00  ,108.00  ,"8,376.00  "
   CANN Cranberry Sage Seasonal 4pk PROMO,12/17/2021,Invoice,1561,CANN - Cookies on Flamingo,"PR# 1008
Metrc# 3880",6,0.01  ,0.06  ,1.04  
   CANN Grapefruit Rosemary Single PROMO,12/17/2021,Invoice,1561,CANN - Cookies on Flamingo,"PR# 921
Metrc# 3882",10,0.01  ,0.10  ,11.23  
   CANN Lemon Lavender 6pk,12/17/2021,Invoice,1561,CANN - Cookies on Flamingo,"PR# 825
Metrc#3876",24,8.00  ,192.00  ,"41,687.02  "
   CANN Lemon Lavender Single PROMO,12/17/2021,Invoice,1561,CANN - Cookies on Flamingo,"PR# 512
Metrc# 3883",10,0.01  ,0.10  ,10.58  
   CANN Blood Orange Cardamom 6pk,12/20/2021,Invoice,1568,CANN - The Apothecarium,"PR# 917
METRC# 3871",30,8.00  ,240.00  ,"41,971.02  "
   CANN Blood Orange Cardamom 6pk,12/20/2021,Invoice,1567,CANN - The Dispensary Express,"PR# 917
METRC# 3865",5,8.00  ,40.00  ,"42,011.02  "
   CANN Blood Orange Cardamom 6pk,12/20/2021,Invoice,1564,CANN - The Dispensary Gibson,"PR# 917
METRC# 3850",25,8.00  ,200.00  ,"42,211.02  "
   CANN Blood Orange Cardamom 6pk,12/20/2021,Invoice,1566,CANN - The Dispensary Decatur,"PR# 917
METRC# 3860",10,8.00  ,80.00  ,"42,291.02  "
   CANN Cranberry Sage 6pk,12/20/2021,Invoice,1568,CANN - The Apothecarium,"PR# 1004
METRC# 3874",15,8.00  ,120.00  ,"10,208.00  "
   CANN Cranberry Sage 6pk,12/20/2021,Invoice,1567,CANN - The Dispensary Express,"PR# 1004
METRC# 3869",7,8.00  ,56.00  ,"10,264.00  "
   CANN Cranberry Sage 6pk,12/20/2021,Invoice,1564,CANN - The Dispensary Gibson,"PR# 1004
METRC# 3884",7,8.00  ,56.00  ,"10,320.00  "
   CANN Cranberry Sage 6pk,12/20/2021,Invoice,1566,CANN - The Dispensary Decatur,"PR# 1004
METRC# 3863",7,8.00  ,56.00  ,"10,376.00  "
   CANN Cranberry Sage Seasonal 4pk,12/20/2021,Invoice,1566,CANN - The Dispensary Decatur,"PR# 1008
METRC# 3864",7,9.00  ,63.00  ,"8,439.00  "
   CANN Cranberry Sage Seasonal 4pk,12/20/2021,Invoice,1564,CANN - The Dispensary Gibson,"PR# 1008
METRC# 3885",15,9.00  ,135.00  ,"8,574.00  "
   CANN Cranberry Sage Seasonal 4pk,12/20/2021,Invoice,1567,CANN - The Dispensary Express,"PR# 1008
METRC# 3870",5,9.00  ,45.00  ,"8,619.00  "
   CANN Cranberry Sage Seasonal 4pk,12/20/2021,Invoice,1568,CANN - The Apothecarium,"PR# 1008
METRC# 3875",30,7.00  ,210.00  ,"8,829.00  "
   CANN Grapefruit Rosemary 6pk,12/20/2021,Invoice,1564,CANN - The Dispensary Gibson,"PR# 826
METRC# 3851",15,8.00  ,120.00  ,"28,133.00  "
   CANN Grapefruit Rosemary 6pk,12/20/2021,Invoice,1567,CANN - The Dispensary Express,"PR# 826
METRC# 3866",7,8.00  ,56.00  ,"28,189.00  "
   CANN Grapefruit Rosemary 6pk,12/20/2021,Invoice,1568,CANN - The Apothecarium,"PR# 826
METRC# 3872",20,8.00  ,160.00  ,"28,349.00  "
   CANN Grapefruit Rosemary 6pk,12/20/2021,Invoice,1566,CANN - The Dispensary Decatur,"PR# 826
METRC# 3861",5,8.00  ,40.00  ,"28,389.00  "
   CANN Lemon Lavender 6pk,12/20/2021,Invoice,1566,CANN - The Dispensary Decatur,"PR# 825
METRC# 3862",10,8.00  ,80.00  ,"41,767.02  "
   CANN Lemon Lavender 6pk,12/20/2021,Invoice,1564,CANN - The Dispensary Gibson,"PR# 825
METRC# 3852",20,8.00  ,160.00  ,"41,927.02  "
   CANN Lemon Lavender 6pk,12/20/2021,Invoice,1568,CANN - The Apothecarium,"PR# 825
METRC# 3873",30,8.00  ,240.00  ,"42,167.02  "
   CANN Lemon Lavender 6pk,12/20/2021,Invoice,1567,CANN - The Dispensary Express,"PR# 825
METRC# 3867",5,8.00  ,40.00  ,"42,207.02  "
   CANN Pineapple Jalapeno Seasonal 4pk,12/20/2021,Invoice,1567,CANN - The Dispensary Express,"PR# 610
METRC# 3868",5,9.00  ,45.00  ,"11,797.00  "
   CANN Blood Orange Cardamom 6pk,12/21/2021,Invoice,1565,CANN - Mynt Downtown,"PR# 917
METRC# 3855",15,8.00  ,120.00  ,"42,411.02  "
   CANN Blood Orange Cardamom 6pk,12/21/2021,Invoice,1563,CANN - Mynt Lemmon Valley,"PR# 917
METRC# 3844",30,8.00  ,240.00  ,"42,651.02  "
   CANN Blood Orange Cardamom 6pk,12/21/2021,Invoice,1562,CANN - The Dispensary Reno,"PR# 917
METRC# 3838",40,8.00  ,320.00  ,"42,971.02  "
   CANN Blood Orange Cardamom Single PROMO,12/21/2021,Invoice,1570,CANN - Planet 13,"PR# 821
METRC# 3886",336,0.01  ,3.36  ,14.75  
   CANN Cranberry Sage 6pk,12/21/2021,Invoice,1562,CANN - The Dispensary Reno,"PR# 1004
METRC# 3842",37,8.00  ,296.00  ,"10,672.00  "
   CANN Cranberry Sage 6pk,12/21/2021,Invoice,1563,CANN - Mynt Lemmon Valley,"PR# 1004
METRC# 3848",15,8.00  ,120.00  ,"10,792.00  "
   CANN Cranberry Sage 6pk,12/21/2021,Invoice,1565,CANN - Mynt Downtown,"PR# 1004
METRC# 3858",12,8.00  ,96.00  ,"10,888.00  "
   CANN Cranberry Sage Seasonal 4pk,12/21/2021,Invoice,1563,CANN - Mynt Lemmon Valley,"PR# 1008
METRC# 3849",15,9.00  ,135.00  ,"8,964.00  "
   CANN Cranberry Sage Seasonal 4pk,12/21/2021,Invoice,1565,CANN - Mynt Downtown,"PR# 1008
METRC# 3859",15,9.00  ,135.00  ,"9,099.00  "
   CANN Cranberry Sage Seasonal 4pk,12/21/2021,Invoice,1562,CANN - The Dispensary Reno,"PR# 1008
METRC# 3843",15,9.00  ,135.00  ,"9,234.00  "
   CANN Grapefruit Rosemary 6pk,12/21/2021,Invoice,1563,CANN - Mynt Lemmon Valley,"PR# 826
METRC# 3845",12,8.00  ,96.00  ,"28,485.00  "
   CANN Grapefruit Rosemary 6pk,12/21/2021,Invoice,1562,CANN - The Dispensary Reno,"PR# 826
METRC# 3839",25,8.00  ,200.00  ,"28,685.00  "
   CANN Grapefruit Rosemary 6pk,12/21/2021,Invoice,1565,CANN - Mynt Downtown,"PR# 826
METRC# 3856",15,8.00  ,120.00  ,"28,805.00  "
   CANN Grapefruit Rosemary Single PROMO,12/21/2021,Invoice,1570,CANN - Planet 13,"PR# 921
METRC# 3887",336,0.01  ,3.36  ,14.59  
   CANN Lemon Lavender 6pk,12/21/2021,Invoice,1565,CANN - Mynt Downtown,"PR# 825
METRC# 3857",15,8.00  ,120.00  ,"42,327.02  "
   CANN Lemon Lavender 6pk,12/21/2021,Invoice,1562,CANN - The Dispensary Reno,"PR# 825
METRC# 3840",45,8.00  ,360.00  ,"42,687.02  "
   CANN Lemon Lavender 6pk,12/21/2021,Invoice,1563,CANN - Mynt Lemmon Valley,"PR# 825
METRC# 3846",30,8.00  ,240.00  ,"42,927.02  "
   CANN Lemon Lavender Single PROMO,12/21/2021,Invoice,1570,CANN - Planet 13,"PR# 512
METRC# 3888",336,0.01  ,3.36  ,13.94  
   CANN Pineapple Jalapeno Seasonal 4pk,12/21/2021,Invoice,1563,CANN - Mynt Lemmon Valley,"PR# 610
METRC# 3847",16,9.00  ,144.00  ,"11,941.00  "
   CANN Pineapple Jalapeno Seasonal 4pk,12/21/2021,Invoice,1562,CANN - The Dispensary Reno,"PR# 610
METRC# 3841",12,9.00  ,108.00  ,"12,049.00  "
CANN Discount,12/21/2021,Credit Memo,1581,CANN - Jardin,Dec (23 units x $5),-23,5.00  ,-115.00  ,"-2,706.10  "
   CANN Blood Orange Cardamom 6pk,12/22/2021,Invoice,1572,CANN - Essence Henderson,"PR# 917
METRC# 3895",30,8.00  ,240.00  ,"43,211.02  "
   CANN Blood Orange Cardamom 6pk,12/22/2021,Invoice,1573,CANN - Essence Rainbow,"PR# 917
METRC# 3900",28,8.00  ,224.00  ,"43,435.02  "
   CANN Blood Orange Cardamom 6pk,12/22/2021,Invoice,1571,CANN - Essence Durango,"PR# 917
METRC# 3889",12,8.00  ,96.00  ,"43,531.02  "
   CANN Blood Orange Cardamom 6pk,12/22/2021,Invoice,1574,CANN - Essence Tropicana,"PR# 917
METRC# 3907",20,8.00  ,160.00  ,"43,691.02  "
   CANN Cranberry Sage 6pk,12/22/2021,Invoice,1573,CANN - Essence Rainbow,"PR# 1004
METRC# 3904",8,8.00  ,64.00  ,"10,952.00  "
   CANN Cranberry Sage 6pk,12/22/2021,Invoice,1574,CANN - Essence Tropicana,"PR# 1004
METRC# 3909",4,8.00  ,32.00  ,"10,984.00  "
   CANN Cranberry Sage 6pk,12/22/2021,Invoice,1571,CANN - Essence Durango,"PR# 1004
METRC# 3891",4,8.00  ,32.00  ,"11,016.00  "
   CANN Cranberry Sage 6pk PROMO,12/22/2021,Invoice,1572,CANN - Essence Henderson,"PR# 1004
METRC# 3898",4,0.01  ,0.04  ,2.79  
   CANN Cranberry Sage 6pk PROMO,12/22/2021,Invoice,1571,CANN - Essence Durango,"PR# 1004
METRC# 3893",4,0.01  ,0.04  ,2.83  
   CANN Cranberry Sage 6pk PROMO,12/22/2021,Invoice,1573,CANN - Essence Rainbow,"PR# 1004
METRC# 3905",4,0.01  ,0.04  ,2.87  
   CANN Cranberry Sage 6pk PROMO,12/22/2021,Invoice,1574,CANN - Essence Tropicana,"PR# 1004
METRC# 3910",4,0.01  ,0.04  ,2.91  
   CANN Cranberry Sage Seasonal 4pk,12/22/2021,Invoice,1579,CANN - The Source Sahara,"PR# 1008
METRC# 3934",12,9.00  ,108.00  ,"9,342.00  "
   CANN Cranberry Sage Seasonal 4pk,12/22/2021,Invoice,1578,CANN - The Source Henderson,"PR# 1008
METRC# 3930",6,9.00  ,54.00  ,"9,396.00  "
   CANN Cranberry Sage Seasonal 4pk,12/22/2021,Invoice,1571,CANN - Essence Durango,"PR# 1008
METRC# 3892",12,9.00  ,108.00  ,"9,504.00  "
   CANN Cranberry Sage Seasonal 4pk,12/22/2021,Invoice,1580,CANN - The Source NLV,"PR# 1008
METRC# 3936",8,9.00  ,72.00  ,"9,576.00  "
   CANN Cranberry Sage Seasonal 4pk PROMO,12/22/2021,Invoice,1571,CANN - Essence Durango,"PR# 1008
METRC# 3894",6,0.01  ,0.06  ,1.10  
   CANN Cranberry Sage Seasonal 4pk PROMO,12/22/2021,Invoice,1579,CANN - The Source Sahara,"PR# 1008
METRC# 3935",6,0.01  ,0.06  ,1.16  
   CANN Cranberry Sage Seasonal 4pk PROMO,12/22/2021,Invoice,1578,CANN - The Source Henderson,"PR# 1008
METRC# 3931",6,0.01  ,0.06  ,1.22  
   CANN Cranberry Sage Seasonal 4pk PROMO,12/22/2021,Invoice,1573,CANN - Essence Rainbow,"PR# 1008
METRC# 3906",6,0.01  ,0.06  ,1.28  
   CANN Cranberry Sage Seasonal 4pk PROMO,12/22/2021,Invoice,1580,CANN - The Source NLV,"PR# 1008
METRC# 3938",6,0.01  ,0.06  ,1.34  
   CANN Cranberry Sage Seasonal 4pk PROMO,12/22/2021,Invoice,1574,CANN - Essence Tropicana,"PR# 1008
METRC# 3911",6,0.01  ,0.06  ,1.40  
   CANN Cranberry Sage Seasonal 4pk PROMO,12/22/2021,Invoice,1572,CANN - Essence Henderson,"PR# 1008
METRC# 3899",6,0.01  ,0.06  ,1.46  
   CANN Grapefruit Rosemary 6pk,12/22/2021,Invoice,1579,CANN - The Source Sahara,"PR# 826
METRC# 3932",8,8.00  ,64.00  ,"28,869.00  "
   CANN Grapefruit Rosemary 6pk,12/22/2021,Invoice,1573,CANN - Essence Rainbow,"PR# 826
METRC# 3901",16,8.00  ,128.00  ,"28,997.00  "
   CANN Grapefruit Rosemary 6pk,12/22/2021,Invoice,1572,CANN - Essence Henderson,"PR# 826
METRC# 3896",8,8.00  ,64.00  ,"29,061.00  "
   CANN Grapefruit Rosemary 6pk,12/22/2021,Invoice,1578,CANN - The Source Henderson,"PR# 826
METRC# 3928",12,8.00  ,96.00  ,"29,157.00  "
   CANN Lemon Lavender 6pk,12/22/2021,Invoice,1580,CANN - The Source NLV,"PR# 1004
METRC# 3953",12,8.00  ,96.00  ,"43,023.02  "
   CANN Lemon Lavender 6pk,12/22/2021,Invoice,1574,CANN - Essence Tropicana,"PR# 825
METRC# 3908",28,8.00  ,224.00  ,"43,247.02  "
   CANN Lemon Lavender 6pk,12/22/2021,Invoice,1571,CANN - Essence Durango,"PR# 825
METRC# 3890",36,8.00  ,288.00  ,"43,535.02  "
   CANN Lemon Lavender 6pk,12/22/2021,Invoice,1573,CANN - Essence Rainbow,"PR# 825
METRC# 3902",24,8.00  ,192.00  ,"43,727.02  "
   CANN Lemon Lavender 6pk,12/22/2021,Invoice,1578,CANN - The Source Henderson,"PR# 1004
METRC# 3951",16,8.00  ,128.00  ,"43,855.02  "
   CANN Lemon Lavender 6pk,12/22/2021,Invoice,1579,CANN - The Source Sahara,"PR# 1004
METRC# 3952",16,8.00  ,128.00  ,"43,983.02  "
   CANN Pineapple Jalapeno 6pk,12/22/2021,Invoice,1573,CANN - Essence Rainbow,"PR# 812
METRC# 3903",4,8.00  ,32.00  ,"11,837.00  "
   CANN Pineapple Jalapeno 6pk,12/22/2021,Invoice,1572,CANN - Essence Henderson,"PR# 812
METRC# 3897",18,8.00  ,144.00  ,"11,981.00  "
   CANN Blood Orange Cardamom 6pk,12/23/2021,Invoice,1575,CANN - Rise Carson City,"PR# 917
METRC# 3912",84,8.00  ,672.00  ,"44,363.02  "
   CANN Blood Orange Cardamom 6pk,12/23/2021,Invoice,1582,CANN - Jardin,"PR# 917
METRC# 3943",24,8.00  ,192.00  ,"44,555.02  "
   CANN Blood Orange Cardamom 6pk,12/23/2021,Invoice,1576,CANN - Rise Spanish Springs,"PR# 917
METRC# 3919",16,8.00  ,128.00  ,"44,683.02  "
   CANN Cranberry Sage 6pk,12/23/2021,Invoice,1575,CANN - Rise Carson City,"PR# 1004
METRC# 3916",4,8.00  ,32.00  ,"11,048.00  "
   CANN Cranberry Sage 6pk,12/23/2021,Invoice,1582,CANN - Jardin,"PR# 1004
METRC# 3947",28,8.00  ,224.00  ,"11,272.00  "
   CANN Cranberry Sage 6pk PROMO,12/23/2021,Invoice,1576,CANN - Rise Spanish Springs,"PR# 1004
METRC# 3922",4,0.01  ,0.04  ,2.95  
   CANN Cranberry Sage 6pk PROMO,12/23/2021,Invoice,1575,CANN - Rise Carson City,"PR# 1004
METRC# 3917",4,0.01  ,0.04  ,2.99  
   CANN Cranberry Sage Seasonal 4pk,12/23/2021,Invoice,1576,CANN - Rise Spanish Springs,"PR# 1008
METRC# 3921",8,9.00  ,72.00  ,"9,648.00  "
   CANN Cranberry Sage Seasonal 4pk PROMO,12/23/2021,Invoice,1575,CANN - Rise Carson City,"PR# 1008
METRC# 3918",6,0.01  ,0.06  ,1.52  
   CANN Cranberry Sage Seasonal 4pk PROMO,12/23/2021,Invoice,1576,CANN - Rise Spanish Springs,"PR# 1008
METRC# 3923",6,0.01  ,0.06  ,1.58  
   CANN Grapefruit Rosemary 6pk,12/23/2021,Invoice,1576,CANN - Rise Spanish Springs,"PR# 826
METRC# 3920",8,8.00  ,64.00  ,"29,221.00  "
   CANN Grapefruit Rosemary 6pk,12/23/2021,Invoice,1575,CANN - Rise Carson City,"PR# 826
METRC# 3913",4,8.00  ,32.00  ,"29,253.00  "
   CANN Grapefruit Rosemary 6pk,12/23/2021,Invoice,1582,CANN - Jardin,"PR# 826
METRC# 3944",8,8.00  ,64.00  ,"29,317.00  "
   CANN Lemon Lavender 6pk,12/23/2021,Invoice,1575,CANN - Rise Carson City,"PR# 1004
METRC# 3914",32,8.00  ,256.00  ,"44,239.02  "
   CANN Lemon Lavender 6pk,12/23/2021,Invoice,1582,CANN - Jardin,"PR# 1004
METRC# 3945",24,8.00  ,192.00  ,"44,431.02  "
   CANN Pineapple Jalapeno 6pk,12/23/2021,Invoice,1575,CANN - Rise Carson City,"PR# 812
METRC# 3915",20,8.00  ,160.00  ,"12,141.00  "
   CANN Pineapple Jalapeno 6pk,12/23/2021,Invoice,1582,CANN - Jardin,"PR# 812
METRC# 3946",28,8.00  ,224.00  ,"12,365.00  "
   CANN Cranberry Sage Seasonal 4pk,12/27/2021,Invoice,1577,CANN - The Source Reno,"PR# 1008
METRC# 3926",12,9.00  ,108.00  ,"9,756.00  "
   CANN Cranberry Sage Seasonal 4pk PROMO,12/27/2021,Invoice,1577,CANN - The Source Reno,"PR# 1008
METRC# 3927",6,0.01  ,0.06  ,1.64  
   CANN Grapefruit Rosemary 6pk,12/27/2021,Invoice,1577,CANN - The Source Reno,"PR# 826
METRC# 3924",8,8.00  ,64.00  ,"29,381.00  "
   CANN Lemon Lavender 6pk,12/27/2021,Invoice,1577,CANN - The Source Reno,"PR# 1004
METRC# 3950",8,8.00  ,64.00  ,"44,495.02  "
   CANN Blood Orange Cardamom Single PROMO,12/28/2021,Invoice,1588,CANN - Exhale,"PR# 821
METRC# 3973",140,0.01  ,1.40  ,16.15  
   CANN Grapefruit Rosemary Single PROMO,12/28/2021,Invoice,1588,CANN - Exhale,"PR# 921
METRC# 3974",140,0.01  ,1.40  ,15.99  
   CANN Lemon Lavender Single PROMO,12/28/2021,Invoice,1588,CANN - Exhale,"PR# 512
METRC# 3975",140,0.01  ,1.40  ,15.34  
   CANN Blood Orange Hiboy 4pk,12/30/2021,Invoice,1596,CANN - The Source NLV,"PR# 119
METRC# 4002",12,9.00  ,108.00  ,108.00  
   CANN Blood Orange Hiboy 4pk,12/30/2021,Invoice,1598,CANN - The Source Reno,"PR# 119
METRC# 4020",12,9.00  ,108.00  ,216.00  
   CANN Blood Orange Hiboy 4pk,12/30/2021,Invoice,1597,CANN - The Source Sahara,"PR# 119
METRC# 3993",12,9.00  ,108.00  ,324.00  
   CANN Blood Orange Hiboy 4pk,12/30/2021,Invoice,1595,CANN - The Source Henderson,"PR# 119
METRC# 4011",18,9.00  ,162.00  ,486.00  
   CANN Blood Orange Hiboy 4pk,12/30/2021,Invoice,1592,CANN - Jardin,"PR# 119
METRC# 3976",30,9.00  ,270.00  ,756.00  
   CANN Blood Orange Hiboy 4pk PROMO,12/30/2021,Invoice,1597,CANN - The Source Sahara,"PR# 119
METRC# 3999",6,0.01  ,0.06  ,0.06  
   CANN Blood Orange Hiboy 4pk PROMO,12/30/2021,Invoice,1592,CANN - Jardin,"PR# 119
METRC# 3980",20,0.01  ,0.20  ,0.26  
   CANN Blood Orange Hiboy 4pk PROMO,12/30/2021,Invoice,1595,CANN - The Source Henderson,"PR# 119
METRC# 4017",6,0.01  ,0.06  ,0.32  
   CANN Blood Orange Hiboy 4pk PROMO,12/30/2021,Invoice,1598,CANN - The Source Reno,"PR# 119
METRC# 4026",6,0.01  ,0.06  ,0.38  
   CANN Blood Orange Hiboy 4pk PROMO,12/30/2021,Invoice,1596,CANN - The Source NLV,"PR# 119
METRC# 4008",6,0.01  ,0.06  ,0.44  
   CANN Cranberry Sage 6pk,12/30/2021,Invoice,1595,CANN - The Source Henderson,"PR# 1004
METRC# 4016",16,8.00  ,128.00  ,"11,400.00  "
   CANN Cranberry Sage 6pk,12/30/2021,Invoice,1597,CANN - The Source Sahara,"PR# 1004
METRC# 3998",8,8.00  ,64.00  ,"11,464.00  "
   CANN Cranberry Sage 6pk,12/30/2021,Invoice,1598,CANN - The Source Reno,"PR# 1004
METRC# 4025",4,8.00  ,32.00  ,"11,496.00  "
   CANN Cranberry Sage 6pk,12/30/2021,Invoice,1596,CANN - The Source NLV,"PR# 1004
METRC# 4007",8,8.00  ,64.00  ,"11,560.00  "
   CANN Cranberry Sage Seasonal 4pk,12/30/2021,Invoice,1592,CANN - Jardin,"PR# 1008
METRC# 3979",30,9.00  ,270.00  ,"10,026.00  "
   CANN Cranberry Sage Seasonal 4pk,12/30/2021,Invoice,1595,CANN - The Source Henderson,"PR# 1008
METRC# 4015",12,9.00  ,108.00  ,"10,134.00  "
   CANN Cranberry Sage Seasonal 4pk,12/30/2021,Invoice,1597,CANN - The Source Sahara,"PR# 1008
METRC# 3997",12,9.00  ,108.00  ,"10,242.00  "
   CANN Cranberry Sage Seasonal 4pk,12/30/2021,Invoice,1598,CANN - The Source Reno,"PR# 1008
METRC# 4024",6,9.00  ,54.00  ,"10,296.00  "
   CANN Cranberry Sage Seasonal 4pk,12/30/2021,Invoice,1596,CANN - The Source NLV,"PR# 1008
METRC# 4006",12,9.00  ,108.00  ,"10,404.00  "
   CANN Cranberry Sage Seasonal 4pk PROMO,12/30/2021,Invoice,1592,CANN - Jardin,"PR# 1008
METRC# 3984",20,0.01  ,0.20  ,1.84  
   CANN Grapefruit Rosemary 6pk,12/30/2021,Invoice,1598,CANN - The Source Reno,"PR#826
METRC# 4021",8,8.00  ,64.00  ,"29,445.00  "
   CANN Grapefruit Rosemary 6pk,12/30/2021,Invoice,1597,CANN - The Source Sahara,"PR#826
METRC# 3994",16,8.00  ,128.00  ,"29,573.00  "
   CANN Grapefruit Rosemary 6pk,12/30/2021,Invoice,1595,CANN - The Source Henderson,"PR#826
METRC# 4012",16,8.00  ,128.00  ,"29,701.00  "
   CANN Grapefruit Rosemary 6pk,12/30/2021,Invoice,1596,CANN - The Source NLV,"PR#826
METRC# 4003",8,8.00  ,64.00  ,"29,765.00  "
   CANN Grapefruit Rosemary Hiboy 4pk PROMO,12/30/2021,Invoice,1592,CANN - Jardin,"PR# 117
METRC# 3981",20,0.01  ,0.20  ,0.20  
   CANN Grapefruit Rosemary Hiboy 4pk PROMO,12/30/2021,Invoice,1597,CANN - The Source Sahara,"PR# 117
METRC# 4000",6,0.01  ,0.06  ,0.26  
   CANN Grapefruit Rosemary Hiboy 4pk PROMO,12/30/2021,Invoice,1598,CANN - The Source Reno,"PR# 117
METRC# 4027",6,0.01  ,0.06  ,0.32  
   CANN Grapefruit Rosemary Hiboy 4pk PROMO,12/30/2021,Invoice,1596,CANN - The Source NLV,"PR# 117
METRC# 4009",6,0.01  ,0.06  ,0.38  
   CANN Grapefruit Rosemary Hiboy 4pk PROMO,12/30/2021,Invoice,1595,CANN - The Source Henderson,"PR# 117
METRC# 4018",6,0.01  ,0.06  ,0.44  
   CANN Lemon Lavender 6pk,12/30/2021,Invoice,1598,CANN - The Source Reno,"PR# 1004
METRC# 4022",8,8.00  ,64.00  ,"44,559.02  "
   CANN Lemon Lavender 6pk,12/30/2021,Invoice,1597,CANN - The Source Sahara,"PR# 1004
METRC# 3995",8,8.00  ,64.00  ,"44,623.02  "
   CANN Lemon Lavender 6pk,12/30/2021,Invoice,1595,CANN - The Source Henderson,"PR# 1004
METRC# 4013",16,8.00  ,128.00  ,"44,751.02  "
   CANN Lemon Lavender 6pk,12/30/2021,Invoice,1596,CANN - The Source NLV,"PR# 1004
METRC# 4004",8,8.00  ,64.00  ,"44,815.02  "
   CANN Lemon Lavender Hiboy 4pk,12/30/2021,Invoice,1592,CANN - Jardin,"PR# 117
METRC# 3977",30,9.00  ,270.00  ,270.00  
   CANN Lemon Lavender Hiboy 4pk PROMO,12/30/2021,Invoice,1596,CANN - The Source NLV,"PR# 117
METRC# 4010",6,0.01  ,0.06  ,0.06  
   CANN Lemon Lavender Hiboy 4pk PROMO,12/30/2021,Invoice,1598,CANN - The Source Reno,"PR# 117
METRC# 4028",6,0.01  ,0.06  ,0.12  
   CANN Lemon Lavender Hiboy 4pk PROMO,12/30/2021,Invoice,1597,CANN - The Source Sahara,"PR# 117
METRC# 4001",6,0.01  ,0.06  ,0.18  
   CANN Lemon Lavender Hiboy 4pk PROMO,12/30/2021,Invoice,1595,CANN - The Source Henderson,"PR# 117
METRC# 4019",6,0.01  ,0.06  ,0.24  
   CANN Lemon Lavender Hiboy 4pk PROMO,12/30/2021,Invoice,1592,CANN - Jardin,"PR# 117
METRC# 3982",20,0.01  ,0.20  ,0.44  
   CANN Pineapple Jalapeno Hiboy 4pk,12/30/2021,Invoice,1596,CANN - The Source NLV,"PR# 610
METRC# 4005",12,9.00  ,108.00  ,108.00  
   CANN Pineapple Jalapeno Hiboy 4pk,12/30/2021,Invoice,1598,CANN - The Source Reno,"PR# 610
METRC# 4023",12,9.00  ,108.00  ,216.00  
   CANN Pineapple Jalapeno Hiboy 4pk,12/30/2021,Invoice,1597,CANN - The Source Sahara,"PR# 610
METRC# 3996",18,9.00  ,162.00  ,378.00  
   CANN Pineapple Jalapeno Hiboy 4pk,12/30/2021,Invoice,1595,CANN - The Source Henderson,"PR# 610
METRC# 4014",12,9.00  ,108.00  ,486.00  
   CANN Pineapple Jalapeno Hiboy 4pk,12/30/2021,Invoice,1592,CANN - Jardin,"PR# 610
METRC# 3978",30,9.00  ,270.00  ,756.00  
